time,subregion,parent,value
2020-12-05T07,SDGE,CISO,2419.86956414422
2020-12-05T08,SDGE,CISO,2254.18699924359
2020-12-05T09,SDGE,CISO,2099.72415090795
2020-12-05T10,SDGE,CISO,1986.56380157504
2020-12-05T11,SDGE,CISO,1930.89875531939
2020-12-05T12,SDGE,CISO,1931.60830896896
2020-12-05T13,SDGE,CISO,1971.60868798708
2020-12-05T14,SDGE,CISO,2023.54339327163
2020-12-05T15,SDGE,CISO,2058.21164598378
2020-12-05T16,SDGE,CISO,2053.40019177177
2020-12-05T17,SDGE,CISO,2000.68203217071
2020-12-05T18,SDGE,CISO,1908.30194682725
2020-12-05T19,SDGE,CISO,1799.33295036505
2020-12-05T20,SDGE,CISO,1705.57362597883
2020-12-05T21,SDGE,CISO,1658.81757300609
2020-12-05T22,SDGE,CISO,1681.85029921847
2020-12-05T23,SDGE,CISO,1781.62034024923
2020-12-06T00,SDGE,CISO,1946.46449801387
2020-12-06T01,SDGE,CISO,2148.19284888328
2020-12-06T02,SDGE,CISO,2348.54482473968
2020-12-06T03,SDGE,CISO,2508.35972640661
2020-12-06T04,SDGE,CISO,2597.07638013477
2020-12-06T05,SDGE,CISO,2600.08268593729
2020-12-06T06,SDGE,CISO,2522.00204293323
2020-12-06T07,SDGE,CISO,2385.07885910121
2020-12-06T08,SDGE,CISO,2223.12215087734
2020-12-06T09,SDGE,CISO,2072.63802784005
2020-12-06T10,SDGE,CISO,1963.51574760858
2020-12-06T11,SDGE,CISO,1911.73262585621
2020-12-06T12,SDGE,CISO,1915.98479306636
2020-12-06T13,SDGE,CISO,1959.08454026678
2020-12-06T14,SDGE,CISO,2013.67768889258
2020-12-06T15,SDGE,CISO,2050.67189956462
2020-12-06T16,SDGE,CISO,2048.04110052547
2020-12-06T17,SDGE,CISO,1997.57674511355
2020-12-06T18,SDGE,CISO,1907.71822476791
2020-12-06T19,SDGE,CISO,1801.66104171029
2020-12-06T20,SDGE,CISO,1711.22528478089
2020-12-06T21,SDGE,CISO,1668.1230318829
2020-12-06T22,SDGE,CISO,1694.98022344146
2020-12-06T23,SDGE,CISO,1798.55279547784
2020-12-07T00,SDGE,CISO,1967.00465837301
2020-12-07T01,SDGE,CISO,2172.03887069387
2020-12-07T02,SDGE,CISO,2375.38086093031
2020-12-07T03,SDGE,CISO,2537.94980199299
2020-12-07T04,SDGE,CISO,2629.33273499546
2020-12-07T05,SDGE,CISO,2635.08924083612
2020-12-07T06,SDGE,CISO,2559.9859543271
2020-12-07T07,SDGE,CISO,2426.33737773817
2020-12-07T08,SDGE,CISO,2267.92434423093
2020-12-07T09,SDGE,CISO,2121.1280310873
2020-12-07T10,SDGE,CISO,2015.6441411101
2020-12-07T11,SDGE,CISO,1967.2352926856
2020-12-07T12,SDGE,CISO,1974.41611011809
2020-12-07T13,SDGE,CISO,2019.89733727237
2020-12-07T14,SDGE,CISO,2076.32992840311
2020-12-07T15,SDGE,CISO,2114.73283154873
2020-12-07T16,SDGE,CISO,2113.2696616906
2020-12-07T17,SDGE,CISO,2063.95221034097
2020-12-07T18,SDGE,CISO,1975.41564990384
2020-12-07T19,SDGE,CISO,1870.97852138045
2020-12-07T20,SDGE,CISO,1782.48262314019
2020-12-07T21,SDGE,CISO,1741.55873931458
2020-12-07T22,SDGE,CISO,1770.67386974699
2020-12-07T23,SDGE,CISO,1876.39266062449
2020-12-08T00,SDGE,CISO,2046.70824617285
2020-12-08T01,SDGE,CISO,2253.2195235143
2020-12-08T02,SDGE,CISO,2457.64128780134
2020-12-08T03,SDGE,CISO,2620.9761456823
2020-12-08T04,SDGE,CISO,2712.96278187637
2020-12-08T05,SDGE,CISO,2719.3355188068
2020-12-08T06,SDGE,CISO,2645.00683964682
2020-12-08T07,SDGE,CISO,2512.36360345504
2020-12-08T08,SDGE,CISO,2355.16062045178
2020-12-08T09,SDGE,CISO,2209.65652210265
2020-12-08T10,SDGE,CISO,2105.356384209
2020-12-08T11,SDGE,CISO,2057.81180747601
2020-12-08T12,SDGE,CISO,2065.36038234043
2020-12-08T13,SDGE,CISO,2110.61642176131
2020-12-08T14,SDGE,CISO,2166.24146506999
2020-12-08T15,SDGE,CISO,2203.37114233983
2020-12-08T16,SDGE,CISO,2200.36371025397
2020-12-08T17,SDGE,CISO,2149.45553893269
2020-12-08T18,SDGE,CISO,2059.48100838919
2020-12-08T19,SDGE,CISO,1953.88441093892
2020-12-08T20,SDGE,CISO,1864.53152358276
2020-12-08T21,SDGE,CISO,1822.97403228637
2020-12-08T22,SDGE,CISO,1851.52249117335
2020-12-08T23,SDGE,CISO,1956.55333071911
2020-12-09T00,SDGE,CISO,2125.89268018095
2020-12-09T01,SDGE,CISO,2331.03967389782
2020-12-09T02,SDGE,CISO,2533.70326812667
2020-12-09T03,SDGE,CISO,2694.97436811042
2020-12-09T04,SDGE,CISO,2784.74791110037
2020-12-09T05,SDGE,CISO,2788.93707832756
2020-12-09T06,SDGE,CISO,2712.60374746094
2020-12-09T07,SDGE,CISO,2578.21020772478
2020-12-09T08,SDGE,CISO,2419.48809515455
2020-12-09T09,SDGE,CISO,2272.57644700899
2020-12-09T10,SDGE,CISO,2166.79307973729
2020-12-09T11,SDGE,CISO,2117.4825675349
2020-12-09T12,SDGE,CISO,2122.81011916489
2020-12-09T13,SDGE,CISO,2165.29877802151
2020-12-09T14,SDGE,CISO,2217.62602898991
2020-12-09T15,SDGE,CISO,2251.04934970386
2020-12-09T16,SDGE,CISO,2244.12622849964
2020-12-09T17,SDGE,CISO,2189.32135666048
2020-12-09T18,SDGE,CISO,2095.67112187221
2020-12-09T19,SDGE,CISO,1986.74752952283
2020-12-09T20,SDGE,CISO,1894.44173341374
2020-12-09T21,SDGE,CISO,1850.22752879758
2020-12-09T22,SDGE,CISO,1876.26041509743
2020-12-09T23,SDGE,CISO,1978.73046188375
2020-12-10T00,SDGE,CISO,2145.29922920635
2020-12-10T01,SDGE,CISO,2347.36903494843
2020-12-10T02,SDGE,CISO,2546.64622144652
2020-12-10T03,SDGE,CISO,2704.31317172318
2020-12-10T04,SDGE,CISO,2790.42388495975
2020-12-10T05,SDGE,CISO,2791.07260875045
2020-12-10T06,SDGE,CISO,2711.47214598344
2020-12-10T07,SDGE,CISO,2574.16117303865
2020-12-10T08,SDGE,CISO,2412.84878737481
2020-12-10T09,SDGE,CISO,2263.55507694799
2020-12-10T10,SDGE,CISO,2155.41156824462
2020-12-10T11,SDGE,CISO,2103.55731129724
2020-12-10T12,SDGE,CISO,2105.98720650829
2020-12-10T13,SDGE,CISO,2145.13552087278
2020-12-10T14,SDGE,CISO,2193.69828959728
2020-12-10T15,SDGE,CISO,2223.05716347089
2020-12-10T16,SDGE,CISO,2211.97053336226
2020-12-10T17,SDGE,CISO,2153.13216271057
2020-12-10T18,SDGE,CISO,2055.78019055401
2020-12-10T19,SDGE,CISO,1943.61318380794
2020-12-10T20,SDGE,CISO,1848.54590834536
2020-12-10T21,SDGE,CISO,1801.97226978001
2020-12-10T22,SDGE,CISO,1825.89085859177
2020-12-10T23,SDGE,CISO,1926.30395728732
2020-12-11T00,SDGE,CISO,2090.70767802238
2020-12-11T01,SDGE,CISO,2290.40712257781
2020-12-11T02,SDGE,CISO,2487.10586926597
2020-12-11T03,SDGE,CISO,2642.07755734992
2020-12-11T04,SDGE,CISO,2725.53463572647
2020-12-11T05,SDGE,CISO,2723.7511893432
2020-12-11T06,SDGE,CISO,2642.08903216647
2020-12-11T07,SDGE,CISO,2503.16073826105
2020-12-11T08,SDGE,CISO,2340.65006012226
2020-12-11T09,SDGE,CISO,2190.45534868763
2020-12-11T10,SDGE,CISO,2081.5193901893
2020-12-11T11,SDGE,CISO,2028.77380851542
2020-12-11T12,SDGE,CISO,2030.04188184081
2020-12-11T13,SDGE,CISO,2067.66822580683
2020-12-11T14,SDGE,CISO,2114.36668441899
2020-12-11T15,SDGE,CISO,2141.64208693228
2020-12-11T16,SDGE,CISO,2128.45210913517
2020-12-11T17,SDGE,CISO,2067.71708811273
2020-12-11T18,SDGE,CISO,1968.87345546363
2020-12-11T19,SDGE,CISO,1855.74204074933
2020-12-11T20,SDGE,CISO,1760.25637234061
2020-12-11T21,SDGE,CISO,1713.7254509075
2020-12-11T22,SDGE,CISO,1737.98616012931
2020-12-11T23,SDGE,CISO,1838.84870116486
2020-12-12T00,SDGE,CISO,2003.64006857317
2020-12-12T01,SDGE,CISO,2203.56503569004
2020-12-12T02,SDGE,CISO,2400.32163385764
2020-12-12T03,SDGE,CISO,2555.27198648075
2020-12-12T04,SDGE,CISO,2638.78391525886
2020-12-12T05,SDGE,CISO,2637.3077392528
2020-12-12T06,SDGE,CISO,2556.35009077557
2020-12-12T07,SDGE,CISO,2418.59277422213
2020-12-12T08,SDGE,CISO,2257.68931783835
2020-12-12T09,SDGE,CISO,2109.41158289198
2020-12-12T10,SDGE,CISO,2002.50930959799
2020-12-12T11,SDGE,CISO,1951.70304793285
2020-12-12T12,SDGE,CISO,1954.64150335989
2020-12-12T13,SDGE,CISO,1993.57723724856
2020-12-12T14,SDGE,CISO,2041.239741797
2020-12-12T15,SDGE,CISO,2069.25472135066
2020-12-12T16,SDGE,CISO,2056.77632372603
2020-12-12T17,SDGE,CISO,1996.94788356812
2020-12-12T18,SDGE,CISO,1899.39971139065
2020-12-12T19,SDGE,CISO,1788.06977334721
2020-12-12T20,SDGE,CISO,1694.90481533309
2020-12-12T21,SDGE,CISO,1651.12335674817
2020-12-12T22,SDGE,CISO,1678.3953507999
2020-12-12T23,SDGE,CISO,1782.33433158102
2020-12-13T00,SDGE,CISO,1950.09434728897
2020-12-13T01,SDGE,CISO,2152.77670129855
2020-12-13T02,SDGE,CISO,2352.07119353143
2020-12-13T03,SDGE,CISO,2509.42588421591
2020-12-13T04,SDGE,CISO,2595.36124171592
2020-12-13T05,SDGE,CISO,2596.50069341278
2020-12-13T06,SDGE,CISO,2518.49210254157
2020-12-13T07,SDGE,CISO,2384.08257067028
2020-12-13T08,SDGE,CISO,2226.89138579081
2020-12-13T09,SDGE,CISO,2082.56015807556
2020-12-13T10,SDGE,CISO,1979.64239248293
2020-12-13T11,SDGE,CISO,1932.64515519344
2020-12-13T12,SDGE,CISO,1939.04098303588
2020-12-13T13,SDGE,CISO,1980.98944674944
2020-12-13T14,SDGE,CISO,2031.2351007483
2020-12-13T15,SDGE,CISO,2061.52390115989
2020-12-13T16,SDGE,CISO,2051.20543930632
2020-12-13T17,SDGE,CISO,1993.64436013468
2020-12-13T18,SDGE,CISO,1898.6624335995
2020-12-13T19,SDGE,CISO,1790.31173673768
2020-12-13T20,SDGE,CISO,1700.54889449516
2020-12-13T21,SDGE,CISO,1660.49867984535
2020-12-13T22,SDGE,CISO,1691.66130447221
2020-12-13T23,SDGE,CISO,1799.45155892383
2020-12-14T00,SDGE,CISO,1970.8493161824
2020-12-14T01,SDGE,CISO,2176.85195237418
2020-12-14T02,SDGE,CISO,2379.14111408009
2020-12-14T03,SDGE,CISO,2539.25108676346
2020-12-14T04,SDGE,CISO,2627.85516431272
2020-12-14T05,SDGE,CISO,2631.74972801996
2020-12-14T06,SDGE,CISO,2556.72332008945
2020-12-14T07,SDGE,CISO,2425.5875032926
2020-12-14T08,SDGE,CISO,2271.92646514545
2020-12-14T09,SDGE,CISO,2131.2510133168
2020-12-14T10,SDGE,CISO,2031.91848676093
2020-12-14T11,SDGE,CISO,1988.22335800658
2020-12-14T12,SDGE,CISO,1997.46373333246
2020-12-14T13,SDGE,CISO,2041.70861704942
2020-12-14T14,SDGE,CISO,2093.7204203771
2020-12-14T15,SDGE,CISO,2125.36812336687
2020-12-14T16,SDGE,CISO,2116.19913915993
2020-12-14T17,SDGE,CISO,2059.80115188347
2020-12-14T18,SDGE,CISO,1966.18839565507
2020-12-14T19,SDGE,CISO,1859.52746377101
2020-12-14T20,SDGE,CISO,1771.78495782755
2020-12-14T21,SDGE,CISO,1733.99207704399
2020-12-14T22,SDGE,CISO,1767.47991528191
2020-12-14T23,SDGE,CISO,1877.4658684515
2020-12-15T00,SDGE,CISO,2050.75781423001
2020-12-15T01,SDGE,CISO,2258.25212885253
2020-12-15T02,SDGE,CISO,2461.62573716841
2020-12-15T03,SDGE,CISO,2622.5027547807
2020-12-15T04,SDGE,CISO,2711.71275482716
2020-12-15T05,SDGE,CISO,2716.22814794645
2020-12-15T06,SDGE,CISO,2641.98078553081
2020-12-15T07,SDGE,CISO,2511.8489875022
2020-12-15T08,SDGE,CISO,2359.38405915999
2020-12-15T09,SDGE,CISO,2219.96847504095
2020-12-15T10,SDGE,CISO,2121.76643491921
2020-12-15T11,SDGE,CISO,2078.86359565841
2020-12-15T12,SDGE,CISO,2088.38818221204
2020-12-15T13,SDGE,CISO,2132.32378442842
2020-12-15T14,SDGE,CISO,2183.45610367824
2020-12-15T15,SDGE,CISO,2213.78246177979
2020-12-15T16,SDGE,CISO,2203.05292237701
2020-12-15T17,SDGE,CISO,2145.08229197218
2020-12-15T18,SDGE,CISO,2050.08053209025
2020-12-15T19,SDGE,CISO,1942.33132084349
2020-12-15T20,SDGE,CISO,1853.8134017706
2020-12-15T21,SDGE,CISO,1815.46654386373
2020-12-15T22,SDGE,CISO,1848.45521806461
2020-12-15T23,SDGE,CISO,1957.80254196335
2020-12-16T00,SDGE,CISO,2130.14823650399
2020-12-16T01,SDGE,CISO,2336.29215023653
2020-12-16T02,SDGE,CISO,2537.91134449958
2020-12-16T03,SDGE,CISO,2696.72467509691
2020-12-16T04,SDGE,CISO,2783.72263007351
2020-12-16T05,SDGE,CISO,2786.05778310571
2020-12-16T06,SDGE,CISO,2709.80885995657
2020-12-16T07,SDGE,CISO,2577.92404587577
2020-12-16T08,SDGE,CISO,2423.92467175402
2020-12-16T09,SDGE,CISO,2283.0679142967
2020-12-16T10,SDGE,CISO,2183.3283011457
2020-12-16T11,SDGE,CISO,2138.58676300163
2020-12-16T12,SDGE,CISO,2145.80637216223
2020-12-16T13,SDGE,CISO,2186.89050037937
2020-12-16T14,SDGE,CISO,2234.65348002929
2020-12-16T15,SDGE,CISO,2261.22606296538
2020-12-16T16,SDGE,CISO,2246.56542699947
2020-12-16T17,SDGE,CISO,2184.71708698262
2020-12-16T18,SDGE,CISO,2086.08936992427
2020-12-16T19,SDGE,CISO,1975.0848586778
2020-12-16T20,SDGE,CISO,1883.6957358262
2020-12-16T21,SDGE,CISO,1842.77149863665
2020-12-16T22,SDGE,CISO,1873.31138945787
2020-12-16T23,SDGE,CISO,1980.14614773731
2020-12-17T00,SDGE,CISO,2149.74984374084
2020-12-17T01,SDGE,CISO,2352.82882075458
2020-12-17T02,SDGE,CISO,2551.06356753676
2020-12-17T03,SDGE,CISO,2706.27090633326
2020-12-17T04,SDGE,CISO,2789.60507782911
2020-12-17T05,SDGE,CISO,2788.40104412161
2020-12-17T06,SDGE,CISO,2708.88595637575
2020-12-17T07,SDGE,CISO,2574.07885802792
2020-12-17T08,SDGE,CISO,2417.47180102003
2020-12-17T09,SDGE,CISO,2274.19739325459
2020-12-17T10,SDGE,CISO,2172.04155901371
2020-12-17T11,SDGE,CISO,2124.68210302076
2020-12-17T12,SDGE,CISO,2128.91909379336
2020-12-17T13,SDGE,CISO,2166.57821198777
2020-12-17T14,SDGE,CISO,2210.50500488228
2020-12-17T15,SDGE,CISO,2232.9659016535
2020-12-17T16,SDGE,CISO,2214.12673826959
2020-12-17T17,SDGE,CISO,2148.26433236952
2020-12-17T18,SDGE,CISO,2045.9849588886
2020-12-17T19,SDGE,CISO,1931.80881348412
2020-12-17T20,SDGE,CISO,1837.73965398612
2020-12-17T21,SDGE,CISO,1794.53466040272
2020-12-17T22,SDGE,CISO,1823.02599799418
2020-12-17T23,SDGE,CISO,1927.85064958336
2020-12-18T00,SDGE,CISO,2095.31622836639
2020-12-18T01,SDGE,CISO,2296.03525041677
2020-12-18T02,SDGE,CISO,2491.69154896162
2020-12-18T03,SDGE,CISO,2644.19973904898
2020-12-18T04,SDGE,CISO,2724.87723069066
2020-12-18T05,SDGE,CISO,2721.24016357983
2020-12-18T06,SDGE,CISO,2639.66222062357
2020-12-18T07,SDGE,CISO,2503.23084980503
2020-12-18T08,SDGE,CISO,2345.40607725734
2020-12-18T09,SDGE,CISO,2201.19323778152
2020-12-18T10,SDGE,CISO,2098.1873002234
2020-12-18T11,SDGE,CISO,2049.86113753441
2020-12-18T12,SDGE,CISO,2052.85057406912
2020-12-18T13,SDGE,CISO,2088.90275591205
2020-12-18T14,SDGE,CISO,2130.89368043513
2020-12-18T15,SDGE,CISO,2151.22437892718
2020-12-18T16,SDGE,CISO,2130.26759924136
2020-12-18T17,SDGE,CISO,2062.52880560476
2020-12-18T18,SDGE,CISO,1958.80860043153
2020-12-18T19,SDGE,CISO,1843.74035318267
2020-12-18T20,SDGE,CISO,1749.33444911862
2020-12-18T21,SDGE,CISO,1706.25069023875
2020-12-18T22,SDGE,CISO,1735.14937385925
2020-12-18T23,SDGE,CISO,1840.46948068856
2020-12-19T00,SDGE,CISO,2008.34857025542
2020-12-19T01,SDGE,CISO,2209.30229719026
2020-12-19T02,SDGE,CISO,2405.01512340872
2020-12-19T03,SDGE,CISO,2557.49673222684
2020-12-19T04,SDGE,CISO,2638.22465437154
2020-12-19T05,SDGE,CISO,2634.89262128043
2020-12-19T06,SDGE,CISO,2554.01667438858
2020-12-19T07,SDGE,CISO,2418.74803354514
2020-12-19T08,SDGE,CISO,2262.50987789238
2020-12-19T09,SDGE,CISO,2120.17559811462
2020-12-19T10,SDGE,CISO,2019.14499785878
2020-12-19T11,SDGE,CISO,1972.68246405518
2020-12-19T12,SDGE,CISO,1977.25669683481
2020-12-19T13,SDGE,CISO,2014.53393296761
2020-12-19T14,SDGE,CISO,2057.41843270481
2020-12-19T15,SDGE,CISO,2078.44344246763
2020-12-19T16,SDGE,CISO,2058.18567784613
2020-12-19T17,SDGE,CISO,1991.37551395139
2020-12-19T18,SDGE,CISO,1889.00330420103
2020-12-19T19,SDGE,CISO,1775.81032523395
2020-12-19T20,SDGE,CISO,1683.8079466543
2020-12-19T21,SDGE,CISO,1643.55297117698
2020-12-19T22,SDGE,CISO,1675.52861211937
2020-12-19T23,SDGE,CISO,1783.97131165758
2020-12-20T00,SDGE,CISO,1954.84482022232
2020-12-20T01,SDGE,CISO,2158.56486746338
2020-12-20T02,SDGE,CISO,2356.81392619944
2020-12-20T03,SDGE,CISO,2511.69424745073
2020-12-20T04,SDGE,CISO,2594.84078378539
2020-12-20T05,SDGE,CISO,2594.12174878967
2020-12-20T06,SDGE,CISO,2516.19197320309
2020-12-20T07,SDGE,CISO,2384.26254879116
2020-12-20T08,SDGE,CISO,2231.71584811801
2020-12-20T09,SDGE,CISO,2093.2896359634
2020-12-20T10,SDGE,CISO,1996.1854551534
2020-12-20T11,SDGE,CISO,1953.45688744563
2020-12-20T12,SDGE,CISO,1961.40398012345
2020-12-20T13,SDGE,CISO,2001.6111491475
2020-12-20T14,SDGE,CISO,2047.0103017878
2020-12-20T15,SDGE,CISO,2070.26618970304
2020-12-20T16,SDGE,CISO,2052.1583339969
2020-12-20T17,SDGE,CISO,1987.64017206271
2020-12-20T18,SDGE,CISO,1887.88922509072
2020-12-20T19,SDGE,CISO,1777.75151045405
2020-12-20T20,SDGE,CISO,1689.23594597081
2020-12-20T21,SDGE,CISO,1652.79302582451
2020-12-20T22,SDGE,CISO,1688.72607691016
2020-12-20T23,SDGE,CISO,1801.06697662889
2020-12-21T00,SDGE,CISO,1975.60451148535
2020-12-21T01,SDGE,CISO,2182.65410720186
2020-12-21T02,SDGE,CISO,2383.89639227498
2020-12-21T03,SDGE,CISO,2541.5265203512
2020-12-21T04,SDGE,CISO,2627.33707153053
2020-12-21T05,SDGE,CISO,2629.37060278325
2020-12-21T06,SDGE,CISO,2554.42019976065
2020-12-21T07,SDGE,CISO,2425.75602262886
2020-12-21T08,SDGE,CISO,2276.71883263111
2020-12-21T09,SDGE,CISO,2141.91029565934
2020-12-21T10,SDGE,CISO,2048.33385502866
2020-12-21T11,SDGE,CISO,2008.83326627651
2020-12-21T12,SDGE,CISO,2019.54172699733
2020-12-21T13,SDGE,CISO,2061.96427903487
2020-12-21T14,SDGE,CISO,2109.0632390839
2020-12-21T15,SDGE,CISO,2133.63754762613
2020-12-21T16,SDGE,CISO,2116.67177449196
2020-12-21T17,SDGE,CISO,2053.34398623809
2020-12-21T18,SDGE,CISO,1955.0197129628
2020-12-21T19,SDGE,CISO,1846.64997836602
2020-12-21T20,SDGE,CISO,1760.2412500086
2020-12-21T21,SDGE,CISO,1726.13784412043
2020-12-21T22,SDGE,CISO,1764.46383565849
2020-12-21T23,SDGE,CISO,1879.04793847566
2020-12-22T00,SDGE,CISO,2055.50623093071
2020-12-22T01,SDGE,CISO,2264.05684203552
2020-12-22T02,SDGE,CISO,2466.38205545979
2020-12-22T03,SDGE,CISO,2624.77357981297
2020-12-22T04,SDGE,CISO,2711.18510401782
2020-12-22T05,SDGE,CISO,2713.8366201299
2020-12-22T06,SDGE,CISO,2639.66211702607
2020-12-22T07,SDGE,CISO,2511.9931520972
2020-12-22T08,SDGE,CISO,2364.13114924419
2020-12-22T09,SDGE,CISO,2230.54422323418
2020-12-22T10,SDGE,CISO,2138.04083637285
2020-12-22T11,SDGE,CISO,2099.2587840294
2020-12-22T12,SDGE,CISO,2110.16902736658
2020-12-22T13,SDGE,CISO,2152.20240737788
2020-12-22T14,SDGE,CISO,2198.35705022889
2020-12-22T15,SDGE,CISO,2221.57131372165
2020-12-22T16,SDGE,CISO,2203.03950977113
2020-12-22T17,SDGE,CISO,2138.16825580635
2020-12-22T18,SDGE,CISO,2038.51419180825
2020-12-22T19,SDGE,CISO,1929.13577865454
2020-12-22T20,SDGE,CISO,1842.03910555582
2020-12-22T21,SDGE,CISO,1807.4644152873
2020-12-22T22,SDGE,CISO,1845.35903974722
2020-12-22T23,SDGE,CISO,1959.3517009666
2020-12-23T00,SDGE,CISO,2134.88968641395
2020-12-23T01,SDGE,CISO,2342.09838291102
2020-12-23T02,SDGE,CISO,2542.66665750058
2020-12-23T03,SDGE,CISO,2698.98773303786
2020-12-23T04,SDGE,CISO,2783.18107206308
2020-12-23T05,SDGE,CISO,2783.6482530965
2020-12-23T06,SDGE,CISO,2707.46775282169
2020-12-23T07,SDGE,CISO,2578.03566806662
2020-12-23T08,SDGE,CISO,2428.61704985862
2020-12-23T09,SDGE,CISO,2293.54957616631
2020-12-23T10,SDGE,CISO,2199.45028726676
2020-12-23T11,SDGE,CISO,2158.75519578878
2020-12-23T12,SDGE,CISO,2167.27781869602
2020-12-23T13,SDGE,CISO,2206.38001315157
2020-12-23T14,SDGE,CISO,2249.10102174217
2020-12-23T15,SDGE,CISO,2268.52361820293
2020-12-23T16,SDGE,CISO,2246.05618509197
2020-12-23T17,SDGE,CISO,2177.3373161149
2020-12-23T18,SDGE,CISO,2074.11723862375
2020-12-23T19,SDGE,CISO,1961.56353528817
2020-12-23T20,SDGE,CISO,1871.68312363763
2020-12-23T21,SDGE,CISO,1834.61329574744
2020-12-23T22,SDGE,CISO,1870.12605211388
2020-12-23T23,SDGE,CISO,1981.65208172531
2020-12-24T00,SDGE,CISO,2154.47246876443
2020-12-24T01,SDGE,CISO,2358.62296505181
2020-12-24T02,SDGE,CISO,2555.80238395419
2020-12-24T03,SDGE,CISO,2708.50873972571
2020-12-24T04,SDGE,CISO,2789.03013681744
2020-12-24T05,SDGE,CISO,2785.95198451582
2020-12-24T06,SDGE,CISO,2706.49881880645
2020-12-24T07,SDGE,CISO,2574.13230372595
2020-12-24T08,SDGE,CISO,2422.08187016714
2020-12-24T09,SDGE,CISO,2284.55556762529
2020-12-24T10,SDGE,CISO,2187.98017490821
2020-12-24T11,SDGE,CISO,2144.59160943936
2020-12-24T12,SDGE,CISO,2150.04815548247
2020-12-24T13,SDGE,CISO,2185.64523287576
2020-12-24T14,SDGE,CISO,2224.46574948256
2020-12-24T15,SDGE,CISO,2239.73905173055
2020-12-24T16,SDGE,CISO,2213.08900132715
2020-12-24T17,SDGE,CISO,2140.38660241212
2020-12-24T18,SDGE,CISO,2033.57509257642
2020-12-24T19,SDGE,CISO,1917.92975072347
2020-12-24T20,SDGE,CISO,1825.45637067781
2020-12-24T21,SDGE,CISO,1786.18721502506
2020-12-24T22,SDGE,CISO,1819.71712421543
2020-12-24T23,SDGE,CISO,1929.27743663525
2020-12-25T00,SDGE,CISO,2099.98231029218
2020-12-25T01,SDGE,CISO,2301.77762632983
2020-12-25T02,SDGE,CISO,2496.37213456853
2020-12-25T03,SDGE,CISO,2646.3685186114
2020-12-25T04,SDGE,CISO,2724.22297245271
2020-12-25T05,SDGE,CISO,2718.7035444048
2020-12-25T06,SDGE,CISO,2637.17895654015
2020-12-25T07,SDGE,CISO,2503.17402114836
2020-12-25T08,SDGE,CISO,2349.87985890267
2020-12-25T09,SDGE,CISO,2211.3722649567
2020-12-25T10,SDGE,CISO,2113.88549506493
2020-12-25T11,SDGE,CISO,2069.45365126708
2020-12-25T12,SDGE,CISO,2073.57860526725
2020-12-25T13,SDGE,CISO,2107.48851329559
2020-12-25T14,SDGE,CISO,2144.309146343
2020-12-25T15,SDGE,CISO,2157.41525575549
2020-12-25T16,SDGE,CISO,2128.64429909898
2020-12-25T17,SDGE,CISO,2054.09687359172
2020-12-25T18,SDGE,CISO,1945.90544689325
2020-12-25T19,SDGE,CISO,1829.44842203978
2020-12-25T20,SDGE,CISO,1736.72543413778
2020-12-25T21,SDGE,CISO,1697.65862358669
2020-12-25T22,SDGE,CISO,1731.66090111895
2020-12-25T23,SDGE,CISO,1841.76007107838
2020-12-26T00,SDGE,CISO,2012.89985296027
2020-12-26T01,SDGE,CISO,2214.93330958499
2020-12-26T02,SDGE,CISO,2409.57648439776
2020-12-26T03,SDGE,CISO,2559.53405690474
2020-12-26T04,SDGE,CISO,2637.42729219393
2020-12-26T05,SDGE,CISO,2632.20330984967
2020-12-26T06,SDGE,CISO,2551.37086410518
2020-12-26T07,SDGE,CISO,2418.51331616068
2020-12-26T08,SDGE,CISO,2266.77871046235
2020-12-26T09,SDGE,CISO,2130.10599329969
2020-12-26T10,SDGE,CISO,2034.5327757656
2020-12-26T11,SDGE,CISO,1991.8878731381
2020-12-26T12,SDGE,CISO,1997.51392194558
2020-12-26T13,SDGE,CISO,2032.56945400679
2020-12-26T14,SDGE,CISO,2070.22087568208
2020-12-26T15,SDGE,CISO,2083.9858607927
2020-12-26T16,SDGE,CISO,2055.91237923077
2020-12-26T17,SDGE,CISO,1982.32672276661
2020-12-26T18,SDGE,CISO,1875.54585202125
2020-12-26T19,SDGE,CISO,1761.04589422917
2020-12-26T20,SDGE,CISO,1670.8145958266
2020-12-26T21,SDGE,CISO,1634.65832244122
2020-12-26T22,SDGE,CISO,1671.80286090505
2020-12-26T23,SDGE,CISO,1785.06800766189
2020-12-27T00,SDGE,CISO,1959.2233726966
2020-12-27T01,SDGE,CISO,2164.02622331163
2020-12-27T02,SDGE,CISO,2361.19735109751
2020-12-27T03,SDGE,CISO,2513.54098100712
2020-12-27T04,SDGE,CISO,2593.84077928866
2020-12-27T05,SDGE,CISO,2591.21984391628
2020-12-27T06,SDGE,CISO,2513.3234098385
2020-12-27T07,SDGE,CISO,2383.78951890062
2020-12-27T08,SDGE,CISO,2235.71923304633
2020-12-27T09,SDGE,CISO,2102.91104225388
2020-12-27T10,SDGE,CISO,2011.20290298429
2020-12-27T11,SDGE,CISO,1972.21610461509
2020-12-27T12,SDGE,CISO,1981.13257418097
2020-12-27T13,SDGE,CISO,2019.04031827559
2020-12-27T14,SDGE,CISO,2059.14571907079
2020-12-27T15,SDGE,CISO,2075.10856470819
2020-12-27T16,SDGE,CISO,2049.18603358857
