time,subregion,parent,value
2021-07-09T18,SDGE,CISO,1771.25333706096
2021-07-09T19,SDGE,CISO,1841.98309584406
2021-07-09T20,SDGE,CISO,1968.5646050793
2021-07-09T21,SDGE,CISO,2136.47718901125
2021-07-09T22,SDGE,CISO,2321.15267834103
2021-07-09T23,SDGE,CISO,2493.11166946941
2021-07-10T00,SDGE,CISO,2624.44717180691
2021-07-10T01,SDGE,CISO,2695.013257507
2021-07-10T02,SDGE,CISO,2696.74677992328
2021-07-10T03,SDGE,CISO,2635.03647266091
2021-07-10T04,SDGE,CISO,2526.8263011758
2021-07-10T05,SDGE,CISO,2395.99283817329
2021-07-10T06,SDGE,CISO,2267.24238575958
2021-07-10T07,SDGE,CISO,2160.14486094199
2021-07-10T08,SDGE,CISO,2084.86022042222
2021-07-10T09,SDGE,CISO,2040.63753155383
2021-07-10T10,SDGE,CISO,2017.40581513473
2021-07-10T11,SDGE,CISO,1999.934869345
2021-07-10T12,SDGE,CISO,1973.3498747482
2021-07-10T13,SDGE,CISO,1928.42236195675
2021-07-10T14,SDGE,CISO,1865.12889846941
2021-07-10T15,SDGE,CISO,1793.44856852805
2021-07-10T16,SDGE,CISO,1731.1312275973
2021-07-10T17,SDGE,CISO,1699.00504761589
2021-07-10T18,SDGE,CISO,1715.07791505451
2021-07-10T19,SDGE,CISO,1789.03692743689
2021-07-10T20,SDGE,CISO,1918.66792812326
2021-07-10T21,SDGE,CISO,2089.2231300484
2021-07-10T22,SDGE,CISO,2275.9904865917
2021-07-10T23,SDGE,CISO,2449.47024857527
2021-07-11T00,SDGE,CISO,2581.86898691629
2021-07-11T01,SDGE,CISO,2653.26551773437
2021-07-11T02,SDGE,CISO,2655.8823017986
2021-07-11T03,SDGE,CISO,2595.38938254806
2021-07-11T04,SDGE,CISO,2488.94436434501
2021-07-11T05,SDGE,CISO,2360.52430700393
2021-07-11T06,SDGE,CISO,2234.80658112082
2021-07-11T07,SDGE,CISO,2131.21926272606
2021-07-11T08,SDGE,CISO,2059.71174511825
2021-07-11T09,SDGE,CISO,2019.31333003843
2021-07-11T10,SDGE,CISO,1999.78267740031
2021-07-11T11,SDGE,CISO,1985.81055159821
2021-07-11T12,SDGE,CISO,1962.54860185357
2021-07-11T13,SDGE,CISO,1920.88335924599
2021-07-11T14,SDGE,CISO,1860.95195555361
2021-07-11T15,SDGE,CISO,1792.88291220597
2021-07-11T16,SDGE,CISO,1734.51003785547
2021-07-11T17,SDGE,CISO,1706.64342527042
2021-07-11T18,SDGE,CISO,1727.1627902623
2021-07-11T19,SDGE,CISO,1805.54036058722
2021-07-11T20,SDGE,CISO,1939.3096494591
2021-07-11T21,SDGE,CISO,2113.49544960359
2021-07-11T22,SDGE,CISO,2303.2422584748
2021-07-11T23,SDGE,CISO,2479.030785632
2021-07-12T00,SDGE,CISO,2613.18192446796
2021-07-12T01,SDGE,CISO,2685.99955369999
2021-07-12T02,SDGE,CISO,2689.99134641187
2021-07-12T03,SDGE,CISO,2631.10747129334
2021-07-12T04,SDGE,CISO,2526.71733531635
2021-07-12T05,SDGE,CISO,2400.89631177654
2021-07-12T06,SDGE,CISO,2278.2907380228
2021-07-12T07,SDGE,CISO,2178.1852184605
2021-07-12T08,SDGE,CISO,2110.31771244748
2021-07-12T09,SDGE,CISO,2073.49775548758
2021-07-12T10,SDGE,CISO,2057.31442649161
2021-07-12T11,SDGE,CISO,2046.38076161059
2021-07-12T12,SDGE,CISO,2025.87636744438
2021-07-12T13,SDGE,CISO,1986.8041176158
2021-07-12T14,SDGE,CISO,1929.46268175438
2021-07-12T15,SDGE,CISO,1864.13057390454
2021-07-12T16,SDGE,CISO,1808.72583139372
2021-07-12T17,SDGE,CISO,1784.04075204269
2021-07-12T18,SDGE,CISO,1807.82753275155
2021-07-12T19,SDGE,CISO,1889.34487807279
2021-07-12T20,SDGE,CISO,2025.87621297342
2021-07-12T21,SDGE,CISO,2202.22205804812
2021-07-12T22,SDGE,CISO,2393.3873171764
2021-07-12T23,SDGE,CISO,2569.8373815362
2021-07-13T00,SDGE,CISO,2704.01161943426
2021-07-13T01,SDGE,CISO,2776.44265222523
2021-07-13T02,SDGE,CISO,2779.92629999332
2021-07-13T03,SDGE,CISO,2720.69496942831
2021-07-13T04,SDGE,CISO,2616.33129774644
2021-07-13T05,SDGE,CISO,2491.01002676746
2021-07-13T06,SDGE,CISO,2369.34754895154
2021-07-13T07,SDGE,CISO,2270.48651301966
2021-07-13T08,SDGE,CISO,2203.95567064641
2021-07-13T09,SDGE,CISO,2168.34783043533
2021-07-13T10,SDGE,CISO,2153.08624628852
2021-07-13T11,SDGE,CISO,2142.71043767546
2021-07-13T12,SDGE,CISO,2122.43228825841
2021-07-13T13,SDGE,CISO,2083.37510865664
2021-07-13T14,SDGE,CISO,2026.00275136918
2021-07-13T15,SDGE,CISO,1960.74686727332
2021-07-13T16,SDGE,CISO,1905.61250217211
2021-07-13T17,SDGE,CISO,1881.37686041157
2021-07-13T18,SDGE,CISO,1905.66759814561
2021-07-13T19,SDGE,CISO,1987.5334738722
2021-07-13T20,SDGE,CISO,2124.01219508266
2021-07-13T21,SDGE,CISO,2299.68517937908
2021-07-13T22,SDGE,CISO,2489.42350715513
2021-07-13T23,SDGE,CISO,2663.68326431873
2021-07-14T00,SDGE,CISO,2795.02811685799
2021-07-14T01,SDGE,CISO,2864.224658708
2021-07-14T02,SDGE,CISO,2864.36122211195
2021-07-14T03,SDGE,CISO,2801.95587738187
2021-07-14T04,SDGE,CISO,2694.80711670299
2021-07-14T05,SDGE,CISO,2567.19118777678
2021-07-14T06,SDGE,CISO,2443.69659372537
2021-07-14T07,SDGE,CISO,2343.32639373914
2021-07-14T08,SDGE,CISO,2275.40308819587
2021-07-14T09,SDGE,CISO,2238.30640443066
2021-07-14T10,SDGE,CISO,2221.29800617293
2021-07-14T11,SDGE,CISO,2208.8484564116
2021-07-14T12,SDGE,CISO,2186.20645261555
2021-07-14T13,SDGE,CISO,2144.61992247104
2021-07-14T14,SDGE,CISO,2084.72150193023
2021-07-14T15,SDGE,CISO,2017.09895050811
2021-07-14T16,SDGE,CISO,1959.84680392266
2021-07-14T17,SDGE,CISO,1933.72945152811
2021-07-14T18,SDGE,CISO,1956.25243946702
2021-07-14T19,SDGE,CISO,2036.2574844704
2021-07-14T20,SDGE,CISO,2170.54014721243
2021-07-14T21,SDGE,CISO,2343.46698208815
2021-07-14T22,SDGE,CISO,2529.77995614289
2021-07-14T23,SDGE,CISO,2699.93067257501
2021-07-15T00,SDGE,CISO,2826.61159848482
2021-07-15T01,SDGE,CISO,2890.82708589752
2021-07-15T02,SDGE,CISO,2885.96078004781
2021-07-15T03,SDGE,CISO,2818.81816229817
2021-07-15T04,SDGE,CISO,2707.4144184548
2021-07-15T05,SDGE,CISO,2576.12755066143
2021-07-15T06,SDGE,CISO,2449.51824050646
2021-07-15T07,SDGE,CISO,2346.45023934797
2021-07-15T08,SDGE,CISO,2276.0405724589
2021-07-15T09,SDGE,CISO,2236.45725590464
2021-07-15T10,SDGE,CISO,2216.80222741046
2021-07-15T11,SDGE,CISO,2201.47918922215
2021-07-15T12,SDGE,CISO,2175.77563366786
2021-07-15T13,SDGE,CISO,2131.06564267585
2021-07-15T14,SDGE,CISO,2068.15151134943
2021-07-15T15,SDGE,CISO,1997.77727859145
2021-07-15T16,SDGE,CISO,1938.12657994863
2021-07-15T17,SDGE,CISO,1909.95033117398
2021-07-15T18,SDGE,CISO,1930.63140016365
2021-07-15T19,SDGE,CISO,2008.80430775028
2021-07-15T20,SDGE,CISO,2141.02292209834
2021-07-15T21,SDGE,CISO,2311.44000116195
2021-07-15T22,SDGE,CISO,2494.66988089345
2021-07-15T23,SDGE,CISO,2661.16122466309
2021-07-16T00,SDGE,CISO,2783.73647741102
2021-07-16T01,SDGE,CISO,2843.63816756394
2021-07-16T02,SDGE,CISO,2834.54465440137
2021-07-16T03,SDGE,CISO,2763.54715400119
2021-07-16T04,SDGE,CISO,2648.87494511474
2021-07-16T05,SDGE,CISO,2515.00458543703
2021-07-16T06,SDGE,CISO,2386.46555317303
2021-07-16T07,SDGE,CISO,2281.9791259407
2021-07-16T08,SDGE,CISO,2210.45418738803
2021-07-16T09,SDGE,CISO,2169.84497653902
2021-07-16T10,SDGE,CISO,2149.09214247368
2021-07-16T11,SDGE,CISO,2132.53120730275
2021-07-16T12,SDGE,CISO,2105.48703972419
2021-07-16T13,SDGE,CISO,2059.45803434435
2021-07-16T14,SDGE,CISO,1995.41366942959
2021-07-16T15,SDGE,CISO,1924.25111608483
2021-07-16T16,SDGE,CISO,1864.23944182613
2021-07-16T17,SDGE,CISO,1836.11219804408
2021-07-16T18,SDGE,CISO,1857.12582371081
2021-07-16T19,SDGE,CISO,1935.7043595718
2021-07-16T20,SDGE,CISO,2068.15735953534
2021-07-16T21,SDGE,CISO,2238.42183105195
2021-07-16T22,SDGE,CISO,2420.98299725191
2021-07-16T23,SDGE,CISO,2586.28522015067
2021-07-17T00,SDGE,CISO,2707.27925870957
2021-07-17T01,SDGE,CISO,2765.4434652651
2021-07-17T02,SDGE,CISO,2754.74762023653
2021-07-17T03,SDGE,CISO,2682.56438858292
2021-07-17T04,SDGE,CISO,2567.33202355421
2021-07-17T05,SDGE,CISO,2433.62001959034
2021-07-17T06,SDGE,CISO,2305.92095205359
2021-07-17T07,SDGE,CISO,2202.80824624223
2021-07-17T08,SDGE,CISO,2132.97787101595
2021-07-17T09,SDGE,CISO,2094.16622213071
2021-07-17T10,SDGE,CISO,2075.14920311907
2021-07-17T11,SDGE,CISO,2060.19104907755
2021-07-17T12,SDGE,CISO,2034.65090751268
2021-07-17T13,SDGE,CISO,1990.14807630969
2021-07-17T14,SDGE,CISO,1927.81528803576
2021-07-17T15,SDGE,CISO,1858.69836494075
2021-07-17T16,SDGE,CISO,1801.14692741231
2021-07-17T17,SDGE,CISO,1775.87218566717
2021-07-17T18,SDGE,CISO,1799.99943928654
2021-07-17T19,SDGE,CISO,1881.73813077066
2021-07-17T20,SDGE,CISO,2017.15016828488
2021-07-17T21,SDGE,CISO,2189.95426712893
2021-07-17T22,SDGE,CISO,2374.50458869661
2021-07-17T23,SDGE,CISO,2541.23948461119
2021-07-18T00,SDGE,CISO,2663.23613694752
2021-07-18T01,SDGE,CISO,2722.20626505214
2021-07-18T02,SDGE,CISO,2712.40779924453
2021-07-18T03,SDGE,CISO,2641.49071909189
2021-07-18T04,SDGE,CISO,2528.09741874863
2021-07-18T05,SDGE,CISO,2396.88513091882
2021-07-18T06,SDGE,CISO,2272.30438490604
2021-07-18T07,SDGE,CISO,2172.7760658488
2021-07-18T08,SDGE,CISO,2106.7792768916
2021-07-18T09,SDGE,CISO,2071.82945407488
2021-07-18T10,SDGE,CISO,2056.5353716766
2021-07-18T11,SDGE,CISO,2045.0880639454
2021-07-18T12,SDGE,CISO,2022.87917001529
2021-07-18T13,SDGE,CISO,1981.64690801798
2021-07-18T14,SDGE,CISO,1922.68487785759
2021-07-18T15,SDGE,CISO,1857.18472915535
2021-07-18T16,SDGE,CISO,1803.5735281807
2021-07-18T17,SDGE,CISO,1782.53705246754
2021-07-18T18,SDGE,CISO,1811.06674714005
2021-07-18T19,SDGE,CISO,1897.15543921255
2021-07-18T20,SDGE,CISO,2036.61626036096
2021-07-18T21,SDGE,CISO,2212.94938652193
2021-07-18T22,SDGE,CISO,2400.37835080747
2021-07-18T23,SDGE,CISO,2569.33625104043
2021-07-19T00,SDGE,CISO,2693.02734724125
2021-07-19T01,SDGE,CISO,2753.39689313023
2021-07-19T02,SDGE,CISO,2744.99040007176
2021-07-19T03,SDGE,CISO,2675.73380855015
2021-07-19T04,SDGE,CISO,2564.4716785169
2021-07-19T05,SDGE,CISO,2435.94671740701
2021-07-19T06,SDGE,CISO,2314.56527355207
2021-07-19T07,SDGE,CISO,2218.59408086256
2021-07-19T08,SDGE,CISO,2156.29456471715
2021-07-19T09,SDGE,CISO,2124.96127876115
2021-07-19T10,SDGE,CISO,2113.03672569956
2021-07-19T11,SDGE,CISO,2104.64010751582
2021-07-19T12,SDGE,CISO,2085.19708580746
2021-07-19T13,SDGE,CISO,2046.56616539449
2021-07-19T14,SDGE,CISO,1990.20280434838
2021-07-19T15,SDGE,CISO,1927.44505928891
2021-07-19T16,SDGE,CISO,1876.79776137422
2021-07-19T17,SDGE,CISO,1858.92160858326
2021-07-19T18,SDGE,CISO,1890.67493450401
2021-07-19T19,SDGE,CISO,1979.83539812571
2021-07-19T20,SDGE,CISO,2121.96968770619
2021-07-19T21,SDGE,CISO,2300.3626476606
2021-07-19T22,SDGE,CISO,2489.11105520761
2021-07-19T23,SDGE,CISO,2658.64692765856
2021-07-20T00,SDGE,CISO,2782.30564782936
2021-07-20T01,SDGE,CISO,2842.26953178028
2021-07-20T02,SDGE,CISO,2833.37443283944
2021-07-20T03,SDGE,CISO,2763.82419686605
2021-07-20T04,SDGE,CISO,2652.66683999468
2021-07-20T05,SDGE,CISO,2524.73151165678
2021-07-20T06,SDGE,CISO,2404.38143684795
2021-07-20T07,SDGE,CISO,2309.73073630407
2021-07-20T08,SDGE,CISO,2248.82544478616
2021-07-20T09,SDGE,CISO,2218.74235296507
2021-07-20T10,SDGE,CISO,2207.76152759145
2021-07-20T11,SDGE,CISO,2199.93461451981
2021-07-20T12,SDGE,CISO,2180.72566092579
2021-07-20T13,SDGE,CISO,2142.11757831047
2021-07-20T14,SDGE,CISO,2085.73134627045
2021-07-20T15,SDGE,CISO,2023.05459782742
2021-07-20T16,SDGE,CISO,1972.67275318016
2021-07-20T17,SDGE,CISO,1955.22420171316
2021-07-20T18,SDGE,CISO,1987.43723505175
2021-07-20T19,SDGE,CISO,2076.87802203292
2021-07-20T20,SDGE,CISO,2218.87126886853
2021-07-20T21,SDGE,CISO,2396.4917164862
2021-07-20T22,SDGE,CISO,2583.7151653612
2021-07-20T23,SDGE,CISO,2750.97851497368
2021-07-21T00,SDGE,CISO,2871.75398567622
2021-07-21T01,SDGE,CISO,2928.46603392708
2021-07-21T02,SDGE,CISO,2916.24504736691
2021-07-21T03,SDGE,CISO,2843.57603631646
2021-07-21T04,SDGE,CISO,2729.71296303729
2021-07-21T05,SDGE,CISO,2599.57347153201
2021-07-21T06,SDGE,CISO,2477.47969156825
2021-07-21T07,SDGE,CISO,2381.39552228875
2021-07-21T08,SDGE,CISO,2319.15462825507
2021-07-21T09,SDGE,CISO,2287.61976571133
2021-07-21T10,SDGE,CISO,2274.91288238788
2021-07-21T11,SDGE,CISO,2265.02269492666
2021-07-21T12,SDGE,CISO,2243.45621813577
2021-07-21T13,SDGE,CISO,2202.32497750352
2021-07-21T14,SDGE,CISO,2143.4190946365
2021-07-21T15,SDGE,CISO,2078.37877737281
2021-07-21T16,SDGE,CISO,2025.87256197148
2021-07-21T17,SDGE,CISO,2006.51887813243
2021-07-21T18,SDGE,CISO,2036.91849821391
2021-07-21T19,SDGE,CISO,2124.42910601757
2021-07-21T20,SDGE,CISO,2264.13708664022
2021-07-21T21,SDGE,CISO,2438.91137554275
2021-07-21T22,SDGE,CISO,2622.61151485189
2021-07-21T23,SDGE,CISO,2785.68405764632
2021-07-22T00,SDGE,CISO,2901.74245688452
2021-07-22T01,SDGE,CISO,2953.45694329971
2021-07-22T02,SDGE,CISO,2936.25506784682
2021-07-22T03,SDGE,CISO,2858.9045879333
2021-07-22T04,SDGE,CISO,2740.86611821406
2021-07-22T05,SDGE,CISO,2607.145963911
2021-07-22T06,SDGE,CISO,2482.02520302709
2021-07-22T07,SDGE,CISO,2383.31782332123
2021-07-22T08,SDGE,CISO,2318.64596223538
2021-07-22T09,SDGE,CISO,2284.65979699689
2021-07-22T10,SDGE,CISO,2269.32510466963
2021-07-22T11,SDGE,CISO,2256.56983684301
2021-07-22T12,SDGE,CISO,2231.9460037206
2021-07-22T13,SDGE,CISO,2187.69531036199
2021-07-22T14,SDGE,CISO,2125.77791698013
2021-07-22T15,SDGE,CISO,2057.98680440869
2021-07-22T16,SDGE,CISO,2003.07328104648
2021-07-22T17,SDGE,CISO,1981.63522898561
2021-07-22T18,SDGE,CISO,2010.14542488145
2021-07-22T19,SDGE,CISO,2095.75301355929
2021-07-22T20,SDGE,CISO,2233.3066024794
2021-07-22T21,SDGE,CISO,2405.47044517925
2021-07-22T22,SDGE,CISO,2585.98931432547
2021-07-22T23,SDGE,CISO,2745.32090680327
2021-07-23T00,SDGE,CISO,2857.22097534311
2021-07-23T01,SDGE,CISO,2904.60579099586
2021-07-23T02,SDGE,CISO,2883.19929731916
2021-07-23T03,SDGE,CISO,2802.05015846048
2021-07-23T04,SDGE,CISO,2680.82290983106
2021-07-23T05,SDGE,CISO,2544.60923893706
2021-07-23T06,SDGE,CISO,2417.64576789405
2021-07-23T07,SDGE,CISO,2317.5934376987
2021-07-23T08,SDGE,CISO,2251.86026080354
2021-07-23T09,SDGE,CISO,2216.88185643382
2021-07-23T10,SDGE,CISO,2200.46635347511
2021-07-23T11,SDGE,CISO,2186.47968803886
2021-07-23T12,SDGE,CISO,2160.51749416543
2021-07-23T13,SDGE,CISO,2114.94984331034
2021-07-23T14,SDGE,CISO,2051.90447899501
2021-07-23T15,SDGE,CISO,1983.32403489704
2021-07-23T16,SDGE,CISO,1928.0389692265
2021-07-23T17,SDGE,CISO,1906.62279542822
2021-07-23T18,SDGE,CISO,1935.41663419106
2021-07-23T19,SDGE,CISO,2021.35790550647
2021-07-23T20,SDGE,CISO,2159.05490430886
2021-07-23T21,SDGE,CISO,2330.96530226655
2021-07-23T22,SDGE,CISO,2510.71762467674
2021-07-23T23,SDGE,CISO,2668.77929531438
2021-07-24T00,SDGE,CISO,2779.04659094242
2021-07-24T01,SDGE,CISO,2824.67931638863
2021-07-24T02,SDGE,CISO,2801.69434207671
2021-07-24T03,SDGE,CISO,2719.41678871825
2021-07-24T04,SDGE,CISO,2597.70986338442
2021-07-24T05,SDGE,CISO,2461.74493777782
2021-07-24T06,SDGE,CISO,2335.70845736382
2021-07-24T07,SDGE,CISO,2237.10296925469
2021-07-24T08,SDGE,CISO,2173.11765708226
2021-07-24T09,SDGE,CISO,2139.96960293681
2021-07-24T10,SDGE,CISO,2125.30591564467
2021-07-24T11,SDGE,CISO,2112.9274774378
2021-07-24T12,SDGE,CISO,2088.47049477248
2021-07-24T13,SDGE,CISO,2044.43002348298
2021-07-24T14,SDGE,CISO,1983.09748105984
2021-07-24T15,SDGE,CISO,1916.56069867668
2021-07-24T16,SDGE,CISO,1863.72444925414
2021-07-24T17,SDGE,CISO,1845.13296867054
2021-07-24T18,SDGE,CISO,1876.99109938152
2021-07-24T19,SDGE,CISO,1966.02051406994
2021-07-24T20,SDGE,CISO,2106.58594745445
2021-07-24T21,SDGE,CISO,2280.93599844285
2021-07-24T22,SDGE,CISO,2462.58099640121
2021-07-24T23,SDGE,CISO,2621.99632424402
2021-07-25T00,SDGE,CISO,2733.2167770207
2021-07-25T01,SDGE,CISO,2779.64308009349
2021-07-25T02,SDGE,CISO,2757.58158514493
2021-07-25T03,SDGE,CISO,2676.62957007607
2021-07-25T04,SDGE,CISO,2556.84394929301
2021-07-25T05,SDGE,CISO,2423.47050133776
2021-07-25T06,SDGE,CISO,2300.64033115171
2021-07-25T07,SDGE,CISO,2205.69293621801
2021-07-25T08,SDGE,CISO,2145.5947901793
2021-07-25T09,SDGE,CISO,2116.3414087251
2021-07-25T10,SDGE,CISO,2105.4165816475
2021-07-25T11,SDGE,CISO,2096.554291313
2021-07-25T12,SDGE,CISO,2075.42957466351
2021-07-25T13,SDGE,CISO,2034.66051519911
2021-07-25T14,SDGE,CISO,1976.69983575941
2021-07-25T15,SDGE,CISO,1913.77776565807
2021-07-25T16,SDGE,CISO,1864.87032807895
2021-07-25T17,SDGE,CISO,1850.48945601363
2021-07-25T18,SDGE,CISO,1886.70108477946
2021-07-25T19,SDGE,CISO,1980.00921576983
2021-07-25T20,SDGE,CISO,2124.53397375407
2021-07-25T21,SDGE,CISO,2302.31468539081
2021-07-25T22,SDGE,CISO,2486.74391483744
2021-07-25T23,SDGE,CISO,2648.30569913897
2021-07-26T00,SDGE,CISO,2761.1738891922
2021-07-26T01,SDGE,CISO,2808.99014015362
2021-07-26T02,SDGE,CISO,2788.34954078053
2021-07-26T03,SDGE,CISO,2709.12000722492
2021-07-26T04,SDGE,CISO,2591.55005595661
2021-07-26T05,SDGE,CISO,2460.95753103194
2021-07-26T06,SDGE,CISO,2341.41604265
2021-07-26T07,SDGE,CISO,2250.10046106339
2021-07-26T08,SDGE,CISO,2193.75380881916
2021-07-26T09,SDGE,CISO,2168.15020058202
2021-07-26T10,SDGE,CISO,2160.61105004706
2021-07-26T11,SDGE,CISO,2154.80487635604
2021-07-26T12,SDGE,CISO,2136.44712300191
2021-07-26T13,SDGE,CISO,2098.28029374555
2021-07-26T14,SDGE,CISO,2042.91942569454
2021-07-26T15,SDGE,CISO,1982.73775000641
2021-07-26T16,SDGE,CISO,1936.78290120052
2021-07-26T17,SDGE,CISO,1925.53492799885
2021-07-26T18,SDGE,CISO,1964.9216866537
2021-07-26T19,SDGE,CISO,2061.23104662404
2021-07-26T20,SDGE,CISO,2208.34093511526
2021-07-26T21,SDGE,CISO,2388.08466018259
2021-07-26T22,SDGE,CISO,2573.74088848551
2021-07-26T23,SDGE,CISO,2735.8064211638
2021-07-27T00,SDGE,CISO,2848.59809129357
2021-07-27T01,SDGE,CISO,2896.00185313
2021-07-27T02,SDGE,CISO,2874.90411835022
2021-07-27T03,SDGE,CISO,2795.44522164459
2021-07-27T04,SDGE,CISO,2678.06644356135
2021-07-27T05,SDGE,CISO,2548.15858545161
2021-07-27T06,SDGE,CISO,2429.73880367312
2021-07-27T07,SDGE,CISO,2339.81891534869
2021-07-27T08,SDGE,CISO,2284.92085240788
2021-07-27T09,SDGE,CISO,2260.60053803116
2021-07-27T10,SDGE,CISO,2254.02093239554
2021-07-27T11,SDGE,CISO,2248.78943699464
2021-07-27T12,SDGE,CISO,2230.66631135796
2021-07-27T13,SDGE,CISO,2192.52262663978
2021-07-27T14,SDGE,CISO,2137.13941654934
2021-07-27T15,SDGE,CISO,2077.03610835909
2021-07-27T16,SDGE,CISO,2031.33481478375
2021-07-27T17,SDGE,CISO,2020.48653713377
2021-07-27T18,SDGE,CISO,2060.28420740937
2021-07-27T19,SDGE,CISO,2156.80333261997
2021-07-27T20,SDGE,CISO,2303.68418246657
2021-07-27T21,SDGE,CISO,2482.55931938033
2021-07-27T22,SDGE,CISO,2666.59928609763
2021-07-27T23,SDGE,CISO,2826.31954651898
2021-07-28T00,SDGE,CISO,2936.1855118934
2021-07-28T01,SDGE,CISO,2980.3323554091
2021-07-28T02,SDGE,CISO,2955.94183016312
2021-07-28T03,SDGE,CISO,2873.42978631708
2021-07-28T04,SDGE,CISO,2753.43263276637
2021-07-28T05,SDGE,CISO,2621.41610841791
2021-07-28T06,SDGE,CISO,2501.34293055269
2021-07-28T07,SDGE,CISO,2410.06429415102
2021-07-28T08,SDGE,CISO,2353.88413739253
2021-07-28T09,SDGE,CISO,2328.1440133948
2021-07-28T10,SDGE,CISO,2319.85283506218
2021-07-28T11,SDGE,CISO,2312.56158458333
2021-07-28T12,SDGE,CISO,2292.07996765337
2021-07-28T13,SDGE,CISO,2251.41185877434
2021-07-28T14,SDGE,CISO,2193.50792908604
2021-07-28T15,SDGE,CISO,2131.0368264886
2021-07-28T16,SDGE,CISO,2083.19771266185
2021-07-28T17,SDGE,CISO,2070.41495707989
2021-07-28T18,SDGE,CISO,2108.34917583347
2021-07-28T19,SDGE,CISO,2202.86661021278
2021-07-28T20,SDGE,CISO,2347.37361165327
2021-07-28T21,SDGE,CISO,2523.30633928144
2021-07-28T22,SDGE,CISO,2703.73192401095
2021-07-28T23,SDGE,CISO,2859.18919937109
2021-07-29T00,SDGE,CISO,2964.29643098123
2021-07-29T01,SDGE,CISO,3003.44148711986
2021-07-29T02,SDGE,CISO,2974.10391870499
2021-07-29T03,SDGE,CISO,2886.97651383326
2021-07-29T04,SDGE,CISO,2762.89139296023
2021-07-29T05,SDGE,CISO,2627.38932992731
2021-07-29T06,SDGE,CISO,2504.37863626917
2021-07-29T07,SDGE,CISO,2410.55023756172
2021-07-29T08,SDGE,CISO,2351.9910005943
2021-07-29T09,SDGE,CISO,2323.82965911874
2021-07-29T10,SDGE,CISO,2312.92311839347
2021-07-29T11,SDGE,CISO,2302.76817843915
2021-07-29T12,SDGE,CISO,2279.22606817754
2021-07-29T13,SDGE,CISO,2235.43506067552
2021-07-29T14,SDGE,CISO,2174.51638224761
2021-07-29T15,SDGE,CISO,2109.28812632596
2021-07-29T16,SDGE,CISO,2059.02620378591
2021-07-29T17,SDGE,CISO,2044.12783109814
2021-07-29T18,SDGE,CISO,2080.12091735277
2021-07-29T19,SDGE,CISO,2172.662475054
2021-07-29T20,SDGE,CISO,2314.92555801087
2021-07-29T21,SDGE,CISO,2488.1510884477
2021-07-29T22,SDGE,CISO,2665.30426651335
2021-07-29T23,SDGE,CISO,2816.9487196263
2021-07-30T00,SDGE,CISO,2917.85651508455
2021-07-30T01,SDGE,CISO,2952.66832419777
2021-07-30T02,SDGE,CISO,2919.16055272747
2021-07-30T03,SDGE,CISO,2828.30092724796
2021-07-30T04,SDGE,CISO,2701.11442673368
2021-07-30T05,SDGE,CISO,2563.21351379507
2021-07-30T06,SDGE,CISO,2438.44868213799
2021-07-30T07,SDGE,CISO,2343.34749713834
2021-07-30T08,SDGE,CISO,2283.77723733766
2021-07-30T09,SDGE,CISO,2254.65193471329
2021-07-30T10,SDGE,CISO,2242.67510145356
2021-07-30T11,SDGE,CISO,2231.28817834691
2021-07-30T12,SDGE,CISO,2206.40259532244
2021-07-30T13,SDGE,CISO,2161.28924025955
2021-07-30T14,SDGE,CISO,2099.23746009582
2021-07-30T15,SDGE,CISO,2033.21169978279
2021-07-30T16,SDGE,CISO,1982.56104039583
2021-07-30T17,SDGE,CISO,1967.65178998865
2021-07-30T18,SDGE,CISO,2003.87557420918
2021-07-30T19,SDGE,CISO,2096.67707983719
2021-07-30T20,SDGE,CISO,2238.99360297084
2021-07-30T21,SDGE,CISO,2411.86896920834
2021-07-30T22,SDGE,CISO,2588.16495947338
2021-07-30T23,SDGE,CISO,2738.46850965241
2021-07-31T00,SDGE,CISO,2837.70359098237
2021-07-31T01,SDGE,CISO,2870.76101163566
2021-07-31T02,SDGE,CISO,2835.71039341769
2021-07-31T03,SDGE,CISO,2743.78979202148
2021-07-31T04,SDGE,CISO,2616.2116749731
2021-07-31T05,SDGE,CISO,2478.65442926381
2021-07-31T06,SDGE,CISO,2354.90500311824
2021-07-31T07,SDGE,CISO,2261.32230013205
2021-07-31T08,SDGE,CISO,2203.54938842737
2021-07-31T09,SDGE,CISO,2176.28171586797
2021-07-31T10,SDGE,CISO,2166.06612153798
2021-07-31T11,SDGE,CISO,2156.28572130163
2021-07-31T12,SDGE,CISO,2132.89914304224
2021-07-31T13,SDGE,CISO,2089.30653566014
2021-07-31T14,SDGE,CISO,2028.96147676177
2021-07-31T15,SDGE,CISO,1964.97033209345
2021-07-31T16,SDGE,CISO,1916.75055944773
2021-07-31T17,SDGE,CISO,1904.63271317509
2021-07-31T18,SDGE,CISO,1943.86759468857
2021-07-31T19,SDGE,CISO,2039.68362874733
2021-07-31T20,SDGE,CISO,2184.77917775555
2021-07-31T21,SDGE,CISO,2359.99851668153
2021-07-31T22,SDGE,CISO,2538.09804474025
2021-07-31T23,SDGE,CISO,2689.68616687194
2021-08-01T00,SDGE,CISO,2789.83662780716
2021-08-01T01,SDGE,CISO,2823.68759767333
2021-08-01T02,SDGE,CISO,2789.59829438224
2021-08-01T03,SDGE,CISO,2699.07264368409
